"","Longitude","Latitude","SampleName"
"2429",11.365,60.26833333,"Bjune_a215"
"2430",11.44666667,60.24666667,"Bjune_a216"
"2431",11.43166667,59.84666667,"Bjune_a217"
"2432",11.46333333,59.64166667,"Bjune_a218"
"2433",11.385,59.62166667,"Bjune_a219"
"2434",11.365,59.29,"Bjune_a220"
"2435",11.61166667,59.05833333,"Bjune_a221"
"2436",6,59.81666667,"Bjune_a222"
"2437",23.60685182,70.39396422,"Bjune_a223"
"2438",13.47579223,66.17453124,"Bjune_a224"
"2439",20.71666667,69.16666667,"Bjune_a225"
"2440",18.85,69.92166667,"Bjune_a226"
"2441",23.725,70.68833333,"Bjune_a227"
"2442",25.71833333,71.125,"Bjune_a228"
"2443",27.57833333,70.59,"Bjune_a229"
"2444",31.03833333,70.31833333,"Bjune_a230"
"2445",28.875,70.47666667,"Bjune_a231"
"2446",10.87833333,60.86666667,"Bjune_a232"
"2447",9.7,61.52,"Bjune_a233"
"2448",10.17666667,61.72833333,"Bjune_a234"
"2449",14.49895129,66.15789467,"Bjune_a235"
"2450",9.865,61.65333333,"Bjune_a236"
"2451",10.75283333,79.77416667,"Bjune_a237"
"2452",10.71666667,79.76466667,"Bjune_a238"
"2453",10.80833333,79.6695,"Bjune_a239"
"2454",11.54166667,79.26583333,"Bjune_a240"
"2455",11.55833333,79.25833333,"Bjune_a241"
"2456",12.47716667,78.95116667,"Bjune_a242"
"2457",12.84633333,78.32383333,"Bjune_a243"
"2458",12.92383333,78.26583333,"Bjune_a244"
"2459",12.94166667,78.23116667,"Bjune_a245"
"2460",13.35516623,65.53612636,"Bjune_a246"
"2461",15.03333333,78.1,"Bjune_a247"
"2462",13.9555,77.75833333,"Bjune_a248"
"2463",14.50371529,65.80083041,"Bjune_a249"
"2464",11.56644607,64.93345778,"Bjune_a250"
"2465",13.08399196,64.86424763,"Bjune_a251"
"2466",13.65124978,64.91534365,"Bjune_a252"
"2467",11.54701107,64.43816123,"Bjune_a253"
"2468",12.74949615,64.47173081,"Bjune_a254"
"2469",13.9445633,64.4986185,"Bjune_a255"
"2470",25.09131761,70.29950701,"Bjune_a256"
"2471",10.39357833,63.94202403,"Bjune_a257"
"2472",11.63212399,62.93338025,"Bjune_a258"
"2473",12.73813735,64.18066977,"Bjune_a259"
"2474",8.80633791,63.32576063,"Bjune_a260"
"2475",10.60812358,63.34016491,"Bjune_a261"
"2476",11.63015545,63.43723203,"Bjune_a262"
"2477",7.53958917,62.71067268,"Bjune_a263"
"2478",9.51654573,62.73616653,"Bjune_a264"
"2479",10.50776181,62.83406001,"Bjune_a265"
"2480",11.84784997,62.88158682,"Bjune_a266"
"2481",26.68802409,70.36492983,"Bjune_a267"
"2482",5.61435454,62.13292304,"Bjune_a268"
"2483",6.49185109,61.2417647,"Bjune_a269"
"2484",8.16218037,62.26514817,"Bjune_a270"
"2485",9.07673765,62.14647364,"Bjune_a271"
"2486",10.52092436,62.32757926,"Bjune_a272"
"2487",11.49265408,62.21835293,"Bjune_a273"
"2488",8.01557577,61.56125338,"Bjune_a274"
"2489",9.35624847,61.60563094,"Bjune_a275"
"2490",10.63079359,61.68167011,"Bjune_a276"
"2491",11.7513539,61.67720907,"Bjune_a277"
"2492",28.58153336,70.09098899,"Bjune_a278"
"2493",5.7681274,61.00898888,"Bjune_a279"
"2494",8.07719575,61.13342954,"Bjune_a280"
"2495",9.26261166,61.00793813,"Bjune_a281"
"2496",10.5206517,61.09301038,"Bjune_a282"
"2497",11.6213471,61.07883202,"Bjune_a283"
"2498",12.62875179,61.05740686,"Bjune_a284"
"2499",5.71039933,60.38486013,"Bjune_a285"
"2500",6.89275435,60.54086662,"Bjune_a286"
"2501",8.21180096,60.49859584,"Bjune_a287"
"2502",9.25200469,60.60214307,"Bjune_a288"
"2503",29.55515835,69.72344617,"Bjune_a289"
"2504",10.31588896,60.49263964,"Bjune_a290"
"2505",11.77784203,60.51422134,"Bjune_a291"
"2506",5.95793464,59.83185413,"Bjune_a292"
"2507",6.9923275,59.84361784,"Bjune_a293"
"2508",8.22339381,59.78299877,"Bjune_a294"
"2509",9.50357463,59.86783856,"Bjune_a295"
"2510",10.56893258,60.00225544,"Bjune_a296"
"2511",11.72711824,59.952863,"Bjune_a297"
"2512",6.16882319,59.34417458,"Bjune_a298"
"2513",7.30457759,59.3531164,"Bjune_a299"
"2514",30.75571408,69.59757905,"Bjune_a300"
"2515",8.33123619,59.37768917,"Bjune_a301"
"2516",9.47975323,59.32823133,"Bjune_a302"
"2517",10.98450749,59.36340881,"Bjune_a303"
"2518",11.7058611,59.29472418,"Bjune_a304"
"2519",6.16764432,58.7016659,"Bjune_a305"
"2520",7.38886222,58.76045916,"Bjune_a306"
"2521",8.44897132,58.84478672,"Bjune_a307"
"2522",9.41330886,58.92074049,"Bjune_a308"
"2523",7.44949327,58.17372197,"Bjune_a309"
"2524",8.47289016,58.29522351,"Bjune_a310"
"2525",19.27912007,69.77125353,"Bjune_a311"
"2526",29.01911774,69.06558362,"Bjune_a312"
"2527",29.17990774,69.1685985,"Bjune_a313"
"2528",29.16538604,69.30157917,"Bjune_a314"
"2529",29.825,69.5035,"Bjune_a315"
"2530",29.95125671,69.55746461,"Bjune_a316"
"2531",29.44119385,69.63263445,"Bjune_a317"
"2532",4.9973034,60.3805846,"Bjune_a318"
"2533",6.1,60.26333333,"Bjune_a319"
"2534",5.36628318,60.1979378,"Bjune_a320"
"2535",6.52664286,58.4107579,"Bjune_a321"
"2536",95.011875,50.26944444,"Blyakharchuk_a1"
"2537",89.34345278,50.22395278,"Blyakharchuk_a2"
"2538",89.34345278,50.22395278,"Blyakharchuk_a3"
"2539",89.60736944,50.269,"Blyakharchuk_a4"
"2540",89.60736944,50.269,"Blyakharchuk_a5"
"2541",89.34345278,50.22395278,"Blyakharchuk_a6"
"2542",89.34345278,50.22395278,"Blyakharchuk_a7"
"2543",89.34345278,50.22395278,"Blyakharchuk_a8"
"2544",95.18163333,50.61775278,"Blyakharchuk_a9"
"2545",95.18163333,50.61775278,"Blyakharchuk_a10"
"2546",95.18163333,50.61775278,"Blyakharchuk_a11"
"2547",95.011875,50.26944444,"Blyakharchuk_a12"
"2548",95.18163333,50.61775278,"Blyakharchuk_a13"
"2549",89.439636,54.686536,"Blyakharchuk_a14"
"2550",90.14975833,54.53406944,"Blyakharchuk_a15"
"2551",91.51354167,53.28881667,"Blyakharchuk_a16"
"2552",90.42433889,54.49277222,"Blyakharchuk_a17"
"2553",90.42433889,54.49277222,"Blyakharchuk_a18"
"2554",90.14975833,54.53406944,"Blyakharchuk_a19"
"2555",89.777,54.61336389,"Blyakharchuk_a20"
"2556",89.777,54.61336389,"Blyakharchuk_a21"
"2557",93.35510556,52.86263611,"Blyakharchuk_a22"
"2558",95.011875,50.26944444,"Blyakharchuk_a23"
"2559",93.42603333,52.80303889,"Blyakharchuk_a24"
"2560",93.91666667,53.66666667,"Blyakharchuk_a25"
"2561",93.46576389,52.47946944,"Blyakharchuk_a26"
"2562",93.46576389,52.47946944,"Blyakharchuk_a27"
"2563",93.46576389,52.47946944,"Blyakharchuk_a28"
"2564",95.011875,50.26944444,"Blyakharchuk_a29"
"2565",95.011875,50.26944444,"Blyakharchuk_a30"
"2566",94.80073611,51.32135278,"Blyakharchuk_a31"
"2567",94.71950833,51.40440833,"Blyakharchuk_a32"
"2568",89.46666667,50.25,"Blyakharchuk_a33"
"2569",89.58333333,50.25,"Blyakharchuk_a34"
"2570",-5.092955684,58.25269299,"Bunting_b1"
"2571",-5.252639904,58.07885185,"Bunting_b2"
"2572",-5.24933601,58.07983504,"Bunting_b3"
"2573",-5.087929908,58.25371336,"Bunting_b4"
"2574",-5.089553135,58.25277537,"Bunting_b5"
"2575",-5.112849666,58.26569055,"Bunting_b6"
"2576",-5.122902795,58.26364765,"Bunting_b7"
"2577",-5.127928916,58.2626259,"Bunting_b8"
"2578",-5.132597215,58.23824541,"Bunting_b9"
"2579",-5.129275231,58.23922564,"Bunting_b10"
"2580",-5.254414334,58.0797053,"Bunting_b11"
"2581",-0.58748,54.37148,"Bunting_c1"
"2582",-0.86575,54.47463,"Bunting_c2"
"2583",-0.86575,54.47463,"Bunting_c3"
"2584",-0.86575,54.47463,"Bunting_c4"
"2585",-0.86575,54.47463,"Bunting_c5"
"2586",-0.86575,54.47463,"Bunting_c6"
"2587",-0.86575,54.47463,"Bunting_c7"
"2588",-0.86575,54.47463,"Bunting_c8"
"2589",-0.86575,54.47463,"Bunting_c9"
"2590",-0.86575,54.47463,"Bunting_c10"
"2591",-0.58748,54.37148,"Bunting_c11"
"2592",-0.58748,54.37148,"Bunting_c12"
"2593",-0.58748,54.37148,"Bunting_c13"
"2594",-0.58748,54.37148,"Bunting_c14"
"2595",-0.58748,54.37148,"Bunting_c15"
"2596",-0.58748,54.37148,"Bunting_c16"
"2597",-0.58748,54.37148,"Bunting_c17"
"2598",-0.58748,54.37148,"Bunting_c18"
"2599",7.035800678,45.75103318,"Champvillair_a1"
"2600",6.961797597,45.68434702,"Champvillair_a2"
"2601",6.964062633,45.68315536,"Champvillair_a3"
"2602",6.966717725,45.68034369,"Champvillair_a4"
"2603",6.966703569,45.67740693,"Champvillair_a5"
"2604",6.967179417,45.67668633,"Champvillair_a6"
"2605",6.968454947,45.67626546,"Champvillair_a7"
"2606",6.975079592,45.67768483,"Champvillair_a8"
"2607",6.9747038,45.67796229,"Champvillair_a9"
"2608",6.977390203,45.68001576,"Champvillair_a10"
"2609",6.978913061,45.68021432,"Champvillair_a11"
"2610",7.039338375,45.74877458,"Champvillair_a12"
"2611",6.980156017,45.67939636,"Champvillair_a13"
"2612",6.981226536,45.67899868,"Champvillair_a14"
"2613",6.983489975,45.67741077,"Champvillair_a15"
"2614",6.985872525,45.67603646,"Champvillair_a16"
"2615",6.990641867,45.67297837,"Champvillair_a17"
"2616",6.996021706,45.67238638,"Champvillair_a18"
"2617",6.996710992,45.67250619,"Champvillair_a19"
"2618",6.998108419,45.67012378,"Champvillair_a20"
"2619",7.032223742,45.74533168,"Champvillair_a21"
"2620",7.022084747,45.74946733,"Champvillair_a22"
"2621",7.017582075,45.75056409,"Champvillair_a23"
"2622",6.96173275,45.70010237,"Champvillair_a24"
"2623",6.961501092,45.70079736,"Champvillair_a25"
"2624",6.963024022,45.68995081,"Champvillair_a26"
"2625",6.961694672,45.6852894,"Champvillair_a27"
"2626",12.83672222,37.58355556,"Colombaroli_a1"
"2627",13.14444444,38.02311111,"Colombaroli_a2"
"2628",14.86016667,37.17125,"Colombaroli_a3"
"2629",14.50269444,37.90041667,"Colombaroli_a4"
"2630",14.07152778,37.86088889,"Colombaroli_a5"
"2631",14.32336111,37.74866667,"Colombaroli_a6"
"2632",13.40036111,37.86858333,"Colombaroli_a7"
"2633",14.09236111,37.82744444,"Colombaroli_a8"
"2634",14.01991667,37.84469444,"Colombaroli_a9"
"2635",15.00722222,37.12125,"Colombaroli_a10"
"2636",13.4875,37.71819444,"Colombaroli_a11"
"2637",13.37661111,37.88691667,"Colombaroli_a12"
"2638",14.87211111,37.17922222,"Colombaroli_a13"
"2639",13.43472222,37.84588889,"Colombaroli_a14"
"2640",13.40841667,37.88625,"Colombaroli_a15"
"2641",14.46919444,37.99091667,"Colombaroli_a16"
"2642",13.40811111,37.88688889,"Colombaroli_a17"
"2643",14.14833333,37.89069444,"Colombaroli_a18"
"2644",14.86994444,37.17927778,"Colombaroli_a19"
"2645",12.79672222,38.04075,"Colombaroli_a20"
"2646",13.05375,38.13822222,"Colombaroli_a21"
"2647",14.0235,37.84116667,"Colombaroli_a22"
"2648",14.47983333,37.89691667,"Colombaroli_a23"
"2649",14.13072222,37.85036111,"Colombaroli_a24"
"2650",14.06530556,37.89658333,"Colombaroli_a25"
"2651",44.021,41.64,"Connor_a1"
"2652",44.82893333,41.81098333,"Connor_a2"
"2653",44.74015,41.83866667,"Connor_a3"
"2654",44.74015,41.83866667,"Connor_a4"
"2655",43.93333333,41.31666667,"Connor_a5"
"2656",43.93333333,41.31666667,"Connor_a6"
"2657",44.72156667,41.68675,"Connor_a7"
"2658",44.17021667,41.66033333,"Connor_a8"
"2659",45.321,41.574,"Connor_a9"
"2660",45.321,41.574,"Connor_a10"
"2661",45.321,41.574,"Connor_a11"
"2662",44.021,41.641,"Connor_a12"
"2663",45.321,41.574,"Connor_a13"
"2664",44.855,41.585,"Connor_a14"
"2665",44.85,41.585,"Connor_a15"
"2666",44.842,41.584,"Connor_a16"
"2667",44.72188333,41.68628333,"Connor_a17"
"2668",44.72146667,41.6863,"Connor_a18"
"2669",44.72101667,41.68641667,"Connor_a19"
"2670",44.72058333,41.68646667,"Connor_a20"
"2671",44.36666667,41.56666667,"Connor_a21"
"2672",44.36666667,41.56666667,"Connor_a22"
"2673",44.021,41.641,"Connor_a23"
"2674",44.36666667,41.56666667,"Connor_a24"
"2675",44.36666667,41.56666667,"Connor_a25"
"2676",44.11666667,41.53333333,"Connor_a26"
"2677",44.11666667,41.53333333,"Connor_a27"
"2678",44.11666667,41.53333333,"Connor_a28"
"2679",44.21403333,41.6498,"Connor_a29"
"2680",44.21403333,41.6498,"Connor_a30"
"2681",44.21403333,41.6498,"Connor_a31"
"2682",44.21403333,41.6498,"Connor_a32"
"2683",44.168,41.657,"Connor_a33"
"2684",43.93333333,41.31666667,"Connor_a34"
"2685",44.168,41.656,"Connor_a35"
"2686",44.168,41.655,"Connor_a36"
"2687",43.7,41.33333333,"Connor_a37"
"2688",43.7,41.33333333,"Connor_a38"
"2689",43.7,41.33333333,"Connor_a39"
"2690",43.7,41.33333333,"Connor_a40"
"2691",43.93333333,41.31666667,"Connor_a41"
"2692",43.93333333,41.31666667,"Connor_a42"
"2693",44.6781,41.81248333,"Connor_a43"
"2694",44.6781,41.81248333,"Connor_a44"
"2695",44.67698333,41.81258333,"Connor_a45"
"2696",-7.974534,37.043935,"Connor_b1"
"2697",-8.832389,38.02945,"Connor_b2"
"2698",-8.82375,38.43053,"Connor_b3"
"2699",-8.831389,38.42972,"Connor_b4"
"2700",-7.887022,37.130561,"Connor_b5"
"2701",-7.934192,37.241292,"Connor_b6"
"2702",-8.60266,37.97855,"Connor_b7"
"2703",-8.109223,37.257717,"Connor_b8"
"2704",-8.943263,37.101528,"Connor_b9"
"2705",-8.88489,37.2036,"Connor_b10"
"2706",-8.8893,37.2004,"Connor_b11"
"2707",-8.8305,38.02583,"Connor_b12"
"2708",41.7,40.1,"Connor_c1"
"2709",41.8012,41.863,"Connor_d1"
"2710",23.5218941,41.7332808,"Connor_e1"
"2711",25.2101482,41.4725863,"Connor_e2"
"2712",15.45,48.3167,"Dambach_a1"
"2713",15.45,48.3167,"Dambach_a2"
"2714",8.4856,48.4956,"Dambach_a3"
"2715",8.4856,48.4956,"Dambach_a4"
"2716",8.4856,48.4956,"Dambach_a5"
"2717",8.4841,48.5007,"Dambach_a6"
"2718",8.4841,48.5007,"Dambach_a7"
"2719",8.4841,48.5007,"Dambach_a8"
"2720",8.4841,48.5007,"Dambach_a9"
"2721",8.4868,48.5008,"Dambach_a10"
"2722",8.4868,48.5008,"Dambach_a11"
"2723",8.4868,48.5008,"Dambach_a12"
"2724",15.45,48.3167,"Dambach_a13"
"2725",8.4868,48.5008,"Dambach_a14"
"2726",8.4826,48.5015,"Dambach_a15"
"2727",8.4826,48.5015,"Dambach_a16"
"2728",8.4826,48.5015,"Dambach_a17"
"2729",8.4826,48.5015,"Dambach_a18"
"2730",8.4826,48.5015,"Dambach_a19"
"2731",8.4914,48.5034,"Dambach_a20"
"2732",8.4914,48.5034,"Dambach_a21"
"2733",8.4914,48.5034,"Dambach_a22"
"2734",8.4914,48.5034,"Dambach_a23"
"2735",15.45,48.3167,"Dambach_a24"
"2736",8.4914,48.5034,"Dambach_a25"
"2737",8.4914,48.5034,"Dambach_a26"
"2738",8.4822,48.5046,"Dambach_a27"
"2739",8.4822,48.5046,"Dambach_a28"
"2740",8.4822,48.5046,"Dambach_a29"
"2741",8.4822,48.5046,"Dambach_a30"
"2742",8.4822,48.5046,"Dambach_a31"
"2743",8.4829,48.5138,"Dambach_a32"
"2744",8.4829,48.5138,"Dambach_a33"
"2745",8.4829,48.5138,"Dambach_a34"
"2746",15.45,48.3167,"Dambach_a35"
"2747",8.4829,48.5138,"Dambach_a36"
"2748",8.4833,48.5147,"Dambach_a37"
"2749",8.4833,48.5147,"Dambach_a38"
"2750",8.4833,48.5147,"Dambach_a39"
"2751",8.4833,48.5147,"Dambach_a40"
"2752",8.4833,48.5147,"Dambach_a41"
"2753",8.4833,48.5147,"Dambach_a42"
"2754",8.4833,48.5147,"Dambach_a43"
"2755",8.4816,48.516,"Dambach_a44"
"2756",8.4816,48.516,"Dambach_a45"
"2757",15.45,48.3167,"Dambach_a46"
"2758",8.4816,48.516,"Dambach_a47"
"2759",8.4816,48.516,"Dambach_a48"
"2760",8.4816,48.516,"Dambach_a49"
"2761",8.4816,48.516,"Dambach_a50"
"2762",8.4816,48.516,"Dambach_a51"
"2763",8.4816,48.516,"Dambach_a52"
"2764",8.4568,48.5244,"Dambach_a53"
"2765",8.4568,48.5244,"Dambach_a54"
"2766",8.4568,48.5244,"Dambach_a55"
"2767",8.4568,48.5244,"Dambach_a56"
"2768",15.45,48.3167,"Dambach_a57"
"2769",8.4568,48.5244,"Dambach_a58"
"2770",8.4568,48.5244,"Dambach_a59"
"2771",8.4549,48.5247,"Dambach_a60"
"2772",8.4549,48.5247,"Dambach_a61"
"2773",8.4549,48.5247,"Dambach_a62"
"2774",8.4549,48.5247,"Dambach_a63"
"2775",8.4549,48.5247,"Dambach_a64"
"2776",8.3852,48.5294,"Dambach_a65"
"2777",8.3852,48.5294,"Dambach_a66"
"2778",8.3852,48.5294,"Dambach_a67"
"2779",15.45,48.3167,"Dambach_a68"
"2780",8.3852,48.5294,"Dambach_a69"
"2781",8.3852,48.5294,"Dambach_a70"
"2782",15.1667,48.5333,"Dambach_a71"
"2783",15.1667,48.5333,"Dambach_a72"
"2784",15.1667,48.5333,"Dambach_a73"
"2785",15.1667,48.5333,"Dambach_a74"
"2786",15.1667,48.5333,"Dambach_a75"
"2787",8.4919,48.5428,"Dambach_a76"
"2788",8.4919,48.5428,"Dambach_a77"
"2789",8.4919,48.5428,"Dambach_a78"
"2790",15.3833,48.3833,"Dambach_a79"
"2791",8.4919,48.5428,"Dambach_a80"
"2792",8.4919,48.5428,"Dambach_a81"
"2793",8.3632,48.5454,"Dambach_a82"
"2794",8.3632,48.5454,"Dambach_a83"
"2795",8.3632,48.5454,"Dambach_a84"
"2796",8.3632,48.5454,"Dambach_a85"
"2797",8.3632,48.5454,"Dambach_a86"
"2798",8.4988,48.5486,"Dambach_a87"
"2799",8.4988,48.5486,"Dambach_a88"
"2800",8.4988,48.5486,"Dambach_a89"
"2801",15.3833,48.3833,"Dambach_a90"
"2802",8.4988,48.5486,"Dambach_a91"
"2803",8.4988,48.5486,"Dambach_a92"
"2804",15.2,48.55,"Dambach_a93"
"2805",15.2,48.55,"Dambach_a94"
"2806",15.2,48.55,"Dambach_a95"
"2807",15.2,48.55,"Dambach_a96"
"2808",15.2,48.55,"Dambach_a97"
"2809",15.5167,48.55,"Dambach_a98"
"2810",15.5167,48.55,"Dambach_a99"
"2811",15.5167,48.55,"Dambach_a100"
"2812",15.3833,48.3833,"Dambach_a101"
"2813",15.5167,48.55,"Dambach_a102"
"2814",15.5167,48.55,"Dambach_a103"
"2815",15.5167,48.55,"Dambach_a104"
"2816",15.5167,48.55,"Dambach_a105"
"2817",15.5167,48.55,"Dambach_a106"
"2818",8.3555,48.5606,"Dambach_a107"
"2819",8.3555,48.5606,"Dambach_a108"
"2820",8.3555,48.5606,"Dambach_a109"
"2821",8.3555,48.5606,"Dambach_a110"
"2822",8.3555,48.5606,"Dambach_a111"
"2823",15.45,48.3167,"Dambach_a112"
"2824",15.3833,48.3833,"Dambach_a113"
"2825",8.3777,48.5607,"Dambach_a114"
"2826",8.3777,48.5607,"Dambach_a115"
"2827",8.3777,48.5607,"Dambach_a116"
"2828",8.3777,48.5607,"Dambach_a117"
"2829",8.3777,48.5607,"Dambach_a118"
"2830",8.3777,48.5607,"Dambach_a119"
"2831",15.15,48.5667,"Dambach_a120"
"2832",15.15,48.5667,"Dambach_a121"
"2833",15.15,48.5667,"Dambach_a122"
"2834",15.15,48.5667,"Dambach_a123"
"2835",15.3833,48.3833,"Dambach_a124"
"2836",15.1667,48.5667,"Dambach_a125"
"2837",15.1667,48.5667,"Dambach_a126"
"2838",15.1667,48.5667,"Dambach_a127"
"2839",15.1667,48.5667,"Dambach_a128"
"2840",15.3667,48.5667,"Dambach_a129"
"2841",15.3667,48.5667,"Dambach_a130"
"2842",15.3667,48.5667,"Dambach_a131"
"2843",15.3667,48.5667,"Dambach_a132"
"2844",15.3667,48.5667,"Dambach_a133"
"2845",15.3833,48.5667,"Dambach_a134"
"2846",15.3833,48.3833,"Dambach_a135"
"2847",15.3833,48.5667,"Dambach_a136"
"2848",15.3833,48.5667,"Dambach_a137"
"2849",15.3833,48.5667,"Dambach_a138"
"2850",15.4167,48.5667,"Dambach_a139"
"2851",15.4167,48.5667,"Dambach_a140"
"2852",15.4167,48.5667,"Dambach_a141"
"2853",15.4167,48.5667,"Dambach_a142"
"2854",15.5167,48.5667,"Dambach_a143"
"2855",15.5167,48.5667,"Dambach_a144"
"2856",15.5167,48.5667,"Dambach_a145"
"2857",15.3833,48.3833,"Dambach_a146"
"2858",15.5167,48.5667,"Dambach_a147"
"2859",15.5167,48.5667,"Dambach_a148"
"2860",8.3478,48.5692,"Dambach_a149"
"2861",8.3478,48.5692,"Dambach_a150"
"2862",8.3478,48.5692,"Dambach_a151"
"2863",8.3478,48.5692,"Dambach_a152"
"2864",8.3478,48.5692,"Dambach_a153"
"2865",8.3491,48.5704,"Dambach_a154"
"2866",8.3491,48.5704,"Dambach_a155"
"2867",8.3491,48.5704,"Dambach_a156"
"2868",15.3833,48.3833,"Dambach_a157"
"2869",8.3491,48.5704,"Dambach_a158"
"2870",8.3491,48.5704,"Dambach_a159"
"2871",8.3483,48.5713,"Dambach_a160"
"2872",8.3483,48.5713,"Dambach_a161"
"2873",8.3483,48.5713,"Dambach_a162"
"2874",8.3483,48.5713,"Dambach_a163"
"2875",8.3483,48.5713,"Dambach_a164"
"2876",15.2,48.5833,"Dambach_a165"
"2877",15.2,48.5833,"Dambach_a166"
"2878",15.2,48.5833,"Dambach_a167"
"2879",15.3833,48.3833,"Dambach_a168"
"2880",15.2,48.5833,"Dambach_a169"
"2881",8.1717,49.009,"Dambach_a170"
"2882",8.1717,49.009,"Dambach_a171"
"2883",8.1717,49.009,"Dambach_a172"
"2884",8.1717,49.009,"Dambach_a173"
"2885",8.0593,49.0111,"Dambach_a174"
"2886",8.0593,49.0111,"Dambach_a175"
"2887",8.0593,49.0111,"Dambach_a176"
"2888",8.0598,49.0115,"Dambach_a177"
"2889",8.0598,49.0115,"Dambach_a178"
"2890",15.3833,48.3833,"Dambach_a179"
"2891",8.0598,49.0115,"Dambach_a180"
"2892",8.0598,49.0115,"Dambach_a181"
"2893",8.0582,49.0119,"Dambach_a182"
"2894",8.0582,49.0119,"Dambach_a183"
"2895",8.0582,49.0119,"Dambach_a184"
"2896",8.0406,49.0207,"Dambach_a185"
"2897",8.0406,49.0207,"Dambach_a186"
"2898",8.0406,49.0207,"Dambach_a187"
"2899",8.1764,49.0211,"Dambach_a188"
"2900",8.1764,49.0211,"Dambach_a189"
"2901",15.3833,48.3833,"Dambach_a190"
"2902",8.1764,49.0211,"Dambach_a191"
"2903",8.0413,49.0217,"Dambach_a192"
"2904",8.0413,49.0217,"Dambach_a193"
"2905",8.0413,49.0217,"Dambach_a194"
"2906",8.0413,49.0217,"Dambach_a195"
"2907",8.1732,49.0221,"Dambach_a196"
"2908",8.1628,49.0265,"Dambach_a197"
"2909",8.1628,49.0265,"Dambach_a198"
"2910",8.1628,49.0265,"Dambach_a199"
"2911",8.1628,49.0265,"Dambach_a200"
"2912",15.3833,48.3833,"Dambach_a201"
"2913",8.16,49.0274,"Dambach_a202"
"2914",8.16,49.0274,"Dambach_a203"
"2915",8.16,49.0274,"Dambach_a204"
"2916",8.16,49.0274,"Dambach_a205"
"2917",8.1427,49.04,"Dambach_a206"
"2918",8.1427,49.04,"Dambach_a207"
"2919",8.1427,49.04,"Dambach_a208"
"2920",8.1427,49.04,"Dambach_a209"
"2921",8.1472,49.0403,"Dambach_a210"
"2922",8.1472,49.0403,"Dambach_a211"
"2923",15.3833,48.3833,"Dambach_a212"
"2924",8.1472,49.0403,"Dambach_a213"
"2925",8.1983,49.0547,"Dambach_a214"
"2926",8.1983,49.0547,"Dambach_a215"
"2927",8.1983,49.0547,"Dambach_a216"
"2928",8.1983,49.0547,"Dambach_a217"
"2929",8.1977,49.0557,"Dambach_a218"
"2930",8.1977,49.0557,"Dambach_a219"
"2931",8.1977,49.0557,"Dambach_a220"
"2932",8.2062,49.0577,"Dambach_a221"
"2933",8.2062,49.0577,"Dambach_a222"
"2934",15.45,48.3167,"Dambach_a223"
"2935",15.3833,48.3833,"Dambach_a224"
"2936",8.2062,49.0577,"Dambach_a225"
"2937",8.2062,49.0577,"Dambach_a226"
"2938",7.9018,49.6063,"Dambach_a227"
"2939",7.9018,49.6063,"Dambach_a228"
"2940",7.9018,49.6063,"Dambach_a229"
"2941",7.9018,49.6063,"Dambach_a230"
"2942",7.9067,49.6064,"Dambach_a231"
"2943",7.9067,49.6064,"Dambach_a232"
"2944",7.9067,49.6064,"Dambach_a233"
"2945",7.9067,49.6064,"Dambach_a234"
"2946",15.65,48.3833,"Dambach_a235"
"2947",7.9044,49.6075,"Dambach_a236"
"2948",7.9044,49.6075,"Dambach_a237"
"2949",7.9044,49.6075,"Dambach_a238"
"2950",7.9325,49.6116,"Dambach_a239"
"2951",7.9325,49.6116,"Dambach_a240"
"2952",7.9325,49.6116,"Dambach_a241"
"2953",7.9325,49.6116,"Dambach_a242"
"2954",7.9265,49.612,"Dambach_a243"
"2955",7.9265,49.612,"Dambach_a244"
"2956",7.9265,49.612,"Dambach_a245"
"2957",15.65,48.3833,"Dambach_a246"
"2958",7.9265,49.612,"Dambach_a247"
"2959",7.9254,49.6136,"Dambach_a248"
"2960",7.9254,49.6136,"Dambach_a249"
"2961",7.9254,49.6136,"Dambach_a250"
"2962",7.9254,49.6136,"Dambach_a251"
"2963",7.9259,49.6144,"Dambach_a252"
"2964",7.9259,49.6144,"Dambach_a253"
"2965",7.9259,49.6144,"Dambach_a254"
"2966",7.9259,49.6144,"Dambach_a255"
"2967",7.9233,49.6151,"Dambach_a256"
"2968",15.65,48.3833,"Dambach_a257"
"2969",7.9233,49.6151,"Dambach_a258"
"2970",7.9233,49.6151,"Dambach_a259"
"2971",7.9233,49.6151,"Dambach_a260"
"2972",7.9111,49.6212,"Dambach_a261"
"2973",7.9111,49.6212,"Dambach_a262"
"2974",7.9111,49.6212,"Dambach_a263"
"2975",7.9111,49.6212,"Dambach_a264"
"2976",7.9116,49.6223,"Dambach_a265"
"2977",7.9116,49.6223,"Dambach_a266"
"2978",7.9116,49.6223,"Dambach_a267"
"2979",15.65,48.3833,"Dambach_a268"
"2980",7.9116,49.6223,"Dambach_a269"
"2981",7.9116,49.6223,"Dambach_a270"
"2982",7.881,49.6469,"Dambach_a271"
"2983",7.8799,49.6481,"Dambach_a272"
"2984",7.8799,49.6481,"Dambach_a273"
"2985",7.8799,49.6481,"Dambach_a274"
"2986",7.8731,49.65,"Dambach_a275"
"2987",7.8731,49.65,"Dambach_a276"
"2988",7.8731,49.65,"Dambach_a277"
"2989",7.8731,49.65,"Dambach_a278"
"2990",15.65,48.3833,"Dambach_a279"
