Age
0,018
0,054
0,09
0,126
0,162
0,198
0,234
0,27
0,306
0,342
0,378
0,413
0,449
0,485
0,521
0,557
0,593
0,629
0,671
0,736
0,801
0,837
0,866
0,898
0,967
1,028
1,097
1,161
1,226
1,291
1,356
1,389
1,431
1,454
1,464
1,486
1,496
1,519
1,529
1,551
1,561
1,584
1,594
1,631
1,649
1,693
1,711
1,755
1,773
1,816
1,835
1,878
1,897
1,94
1,959
2,002
2,021
2,064
2,082
2,12
2,144
2,181
2,206
2,249
2,268
2,311
2,33
2,373
2,392
2,429
2,454
2,621
2,905
3,096
3,287
3,669
3,764
3,962
4,064
4,473
4,677
4,983
5,085
5,289
5,494
5,596
5,8
6,004
6,208
6,405
6,597
6,789
6,98
7,172
7,364
7,555
7,747
7,939
8,13
8,322
8,514
8,701
8,884
9,067
9,25
9,434
9,617
9,8
9,983
10,166
10,35
10,533
10,716
10,899
11,081
11,262
11,443
11,624
11,805
11,986
12,167
12,348
12,529
13,003
13,221
13,439
13,657
13,788
13,875
14,093
14,137
14,158
14,311
14,398
14,529
14,66
14,747
14,965
15,096
15,183
15,401
15,532
15,968
16,448
16,536
16,688
16,71
16,754
17,277
17,539
18,149
18,586
19,022
19,349
19,72
19,85
19,894
19,938
20,003
20,069
20,156
20,243
20,287
20,352
20,417
20,439
20,526
20,592
20,657
20,854
20,941
21,333
21,399
21,551
21,988
22,206
22,337
22,424
22,511
22,598
22,664
22,773
22,814
22,86
22,901
22,947
22,989
23,034
23,076
23,122
23,207
23,25
23,294
23,338
23,383
23,425
23,492
23,556
23,645
23,687
23,732
23,774
23,817
23,861
23,907
23,948
23,994
24,081
24,169
24,21
24,256
24,297
24,343
24,384
24,43
24,517
24,559
24,605
24,646
24,692
24,733
24,779
24,821
24,866
24,954
24,997
25,041
25,082
25,128
25,17
25,213
25,257
25,303
25,388
25,433
25,499
25,564
25,606
25,652
25,717
25,826
25,867
25,913
25,955
26
26,042
26,11
26,129
26,197
26,262
26,304
26,349
26,391
26,437
26,478
26,524
26,565
26,611
26,698
26,74
26,783
26,827
26,873
26,914
26,96
27,047
27,135
27,176
27,222
27,263
27,309
27,35
27,396
27,438
27,483
27,571
27,612
27,658
27,699
27,745
27,787
27,832
27,874
27,944
28,011
28,06
28,106
28,15
28,196
28,245
28,291
28,335
28,384
28,476
28,52
28,569
28,61
28,659
28,705
28,754
28,798
28,846
28,939
28,983
29,031
29,075
29,124
29,168
29,217
29,261
29,309
29,402
29,448
29,492
29,538
29,587
29,631
29,677
29,723
29,77
29,864
29,908
29,957
30,001
30,05
30,094
30,142
30,186
30,357
30,815
31,027
31,262
31,475
31,709
31,922
32,157
32,369
32,604
33,051
33,263
33,498
33,711
33,945
34,158
34,393
34,605
34,84
35,287
35,499
35,734
35,947
36,181
36,394
36,841
37,065
37,523
37,735
37,97
38,183
38,417
38,63
38,865
39,077
39,312
39,759
39,971
40,206
40,419
40,653
40,866
41,04
41,126
41,22
41,4
41,485
41,579
41,664
41,759
41,844
41,938
42,024
42,118
42,297
42,383
42,477
42,562
42,657
42,742
42,836
42,921
43,016
43,195
43,28
43,375
43,46
43,55
43,64
43,734
43,819
43,903
43,95
43,972
43,997
44,019
44,042
44,065
44,09
44,112
44,137
44,183
44,205
44,23
44,252
44,276
44,299
44,323
44,345
44,357
44,37
44,416
44,438
44,463
44,485
44,509
44,532
44,556
44,578
44,603
44,649
44,673
44,696
44,719
44,743
44,766
44,789
44,812
44,836
44,882
44,906
44,929
44,952
44,976
44,999
45,022
45,046
45,069
45,115
45,138
45,162
45,184
45,209
45,231
45,255
45,277
45,302
45,349
45,371
45,395
45,417
45,442
45,464
45,488
45,511
45,535
45,582
45,604
45,628
45,65
45,675
45,697
45,721
45,745
45,768
45,815
45,837
45,861
45,883
45,908
45,93
45,955
45,977
46,005
46,205
46,355
46,405
46,5
46,605
46,7
46,805
46,9
47,005
47,205
47,3
47,405
47,5
47,605
47,705
47,8
47,9
48,005
48,205
48,3
48,405
48,5
48,605
48,7
48,805
48,9
49,005
49,205
49,3
49,405
49,5
49,6
49,7
49,8
49,905
50,005
50,205
50,3
50,405
50,505
50,605
50,7
50,805
50,9
51
51,2
51,3
51,4
51,5
51,6
51,75
51,8
51,9
52
52,205
52,3
52,405
52,5
52,605
52,7
52,805
52,9
53,005
53,205
53,3
53,405
53,5
53,605
53,7
53,805
53,905
54
54,205
54,3
54,405
54,5
54,605
54,7
54,805
54,9
55,005
55,205
55,3
55,405
55,5
55,605
55,7
55,805
55,9
56,005
56,205
56,3
56,405
56,5
56,605
56,7
56,805
56,9
57,005
57,205
57,3
57,405
57,5
57,605
57,7
57,805
57,9
58,005
58,205
58,3
58,405
58,5
58,605
58,7
58,805
58,9
59,005
59,205
59,3
59,405
59,5
59,605
59,7
59,805
59,9
60,004
60,153
60,229
60,305
60,382
60,458
60,534
60,611
60,687
60,763
60,92
60,992
61,073
61,145
61,225
61,298
61,374
61,531
61,683
61,756
61,836
61,908
61,989
62,061
62,218
62,29
62,443
62,523
62,595
62,672
62,748
62,828
62,905
62,977
63,057
63,21
63,286
63,363
63,435
63,515
63,588
63,664
63,74
63,821
63,973
64,05
64,126
64,198
64,279
64,351
64,431
64,504
64,584
64,737
64,889
65,042
65,195
65,347
65,424
65,496
65,576
65,676
65,687
65,805
65,878
65,954
66,008
66,031
66,111
66,263
66,336
66,416
66,489
66,569
66,641
66,721
66,794
66,874
67,027
67,099
67,179
67,252
67,332
67,405
67,485
67,557
67,637
67,79
67,866
67,943
68,015
68,095
68,168
68,244
68,321
68,397
68,553
68,626
68,702
